automobile_factory_id;automobile_model_id
119;1507
119;1508
119;1509
119;1510
119;1511
119;1512
120;1513
121;1514
122;1515
122;1516
122;1517
122;1518
122;1519
122;1520
122;1521
122;1522
123;1523
123;1524
123;1525
123;1526
123;1527
123;1528
123;1529
123;1530
123;1531
123;1532
123;1533
123;1534
123;1535
123;1536
123;1537
123;1538
123;1539
123;1540
123;1541
123;1542
123;1543
123;1544
123;1545
123;1546
123;1547
123;1548
123;1549
123;1550
123;1551
124;1552
124;1553
124;1554
124;1555
124;1556
124;1557
124;1558
124;1559
124;1560
124;1561
124;1562
124;1563
124;1564
124;1565
124;1566
124;1567
124;1568
124;1569
124;1570
124;1571
124;1572
124;1573
124;1574
124;1575
124;1576
124;1577
124;1578
124;1579
124;1580
124;1581
124;1582
124;1583
124;1584
124;1585
124;1586
124;1587
124;1588
124;1589
124;1590
124;1591
124;1592
124;1593
124;1594
124;1595
124;1596
124;1597
124;1598
124;1599
124;1600
124;1601
124;1602
124;1603
124;1604
124;1605
124;1606
124;1607
124;1608
124;1609
124;1610
124;1611
124;1612
124;1613
124;1614
124;1615
124;1616
124;1617
124;1618
124;1619
124;1620
124;1621
124;1622
124;1623
124;1624
124;1625
124;1626
124;1627
124;1628
124;1629
125;1630
125;1631
125;1632
125;1633
125;1634
125;1635
125;1636
126;1637
126;1638
126;1639
126;1640
126;1641
127;1642
127;1643
128;1644
128;1645
128;1646
128;1647
128;1648
128;1649
128;1650
128;1651
128;1652
128;1653
128;1654
128;1655
128;1656
128;1657
128;1658
128;1659
128;1660
129;1661
129;1662
130;1663
130;1664
130;1665
131;1666
132;1667
133;1668
133;1669
133;1670
133;1671
133;1672
133;1673
133;1674
133;1675
133;1676
133;1677
133;1678
133;1679
133;1680
133;1681
133;1682
133;1683
133;1684
133;1685
133;1686
133;1687
133;1688
133;1689
133;1690
133;1691
133;1692
133;1693
134;1694
134;1695
134;1696
134;1697
134;1698
134;1699
135;1700
135;1701
135;1702
135;1703
135;1704
135;1705
135;1706
135;1707
135;1708
135;1709
135;1710
135;1711
135;1712
135;1713
136;1714
136;1715
137;1716
138;1717
138;1718
138;1719
138;1720
138;1721
138;1722
138;1723
138;1724
138;1725
138;1726
138;1727
138;1728
138;1729
138;1730
138;1731
138;1732
138;1733
138;1734
138;1735
138;1736
138;1737
138;1738
138;1739
138;1740
138;1741
138;1742
138;1743
139;1744
139;1745
139;1746
140;1747
141;1748
142;1749
142;1750
143;1751
143;1752
144;1753
144;1754
144;1755
145;1756
146;1757
146;1758
146;1759
146;1760
146;1761
146;1762
146;1763
146;1764
146;1765
146;1766
146;1767
146;1768
146;1769
146;1770
146;1771
147;1772
147;1773
147;1774
147;1775
147;1776
147;1777
147;1778
147;1779
147;1780
147;1781
147;1782
147;1783
147;1784
147;1785
147;1786
147;1787
147;1788
147;1789
147;1790
147;1791
147;1792
147;1793
147;1794
147;1795
147;1796
147;1797
147;1798
147;1799
147;1800
147;1801
147;1802
147;1803
147;1804
147;1805
147;1806
147;1807
147;1808
147;1809
147;1810
147;1811
147;1812
147;1813
147;1814
147;1815
147;1816
147;1817
147;1818
147;1819
147;1820
147;1821
147;1822
147;1823
147;1824
147;1825
147;1826
147;1827
147;1828
147;1829
147;1830
147;1831
147;1832
147;1833
147;1834
147;1835
147;1836
147;1837
147;1838
147;1839
147;1840
147;1841
147;1842
147;1843
147;1844
147;1845
147;1846
147;1847
147;1848
147;1849
147;1850
147;1851
147;1852
147;1853
147;1854
147;1855
147;1856
147;1857
147;1858
147;1859
147;1860
147;1861
147;1862
147;1863
147;1864
147;1865
147;1866
147;1867
147;1868
147;1869
147;1870
147;1871
148;1872
148;1873
148;1874
148;1875
148;1876
148;1877
148;1878
148;1879
148;1880
148;1881
148;1882
148;1883
148;1884
148;1885
148;1886
148;1887
148;1888
148;1889
148;1890
149;1891
149;1892
149;1893
150;1894
150;1895
150;1896
150;1897
150;1898
150;1899
150;1900
151;1901
152;1902
153;1903
153;1904
153;1905
153;1906
153;1907
154;1908
155;1909
155;1910
156;1911
157;1912
157;1913
157;1914
158;1915
158;1916
158;1917
158;1918
159;1919
160;1920
160;1921
160;1922
160;1923
160;1924
160;1925
160;1926
160;1927
160;1928
160;1929
160;1930
160;1931
160;1932
160;1933
160;1934
160;1935
160;1936
160;1937
160;1938
160;1939
160;1940
160;1941
160;1942
160;1943
160;1944
160;1945
160;1946
160;1947
160;1948
160;1949
160;1950
160;1951
160;1952
160;1953
160;1954
160;1955
160;1956
160;1957
160;1958
160;1959
160;1960
160;1961
160;1962
160;1963
160;1964
160;1965
160;1966
160;1967
160;1968
160;1969
160;1970
160;1971
160;1972
160;1973
160;1974
160;1975
160;1976
160;1977
160;1978
160;1979
160;1980
160;1981
160;1982
160;1983
160;1984
160;1985
160;1986
160;1987
160;1988
160;1989
160;1990
160;1991
160;1992
160;1993
160;1994
160;1995
160;1996
160;1997
160;1998
160;1999
160;2000
160;2001
160;2002
160;2003
160;2004
160;2005
161;2006
161;2007
162;2008
163;2009
163;2010
163;2011
163;2012
163;2013
163;2014
163;2015
164;2016
164;2017
164;2018
164;2019
164;2020
165;2021
166;2022
166;2023
166;2024
166;2025
166;2026
166;2027
166;2028
166;2029
166;2030
166;2031
166;2032
166;2033
166;2034
166;2035
166;2036
166;2037
166;2038
166;2039
166;2040
166;2041
166;2042
167;2043
167;2044
167;2045
168;2046
168;2047
169;2048
170;2049
170;2050
170;2051
170;2052
170;2053
170;2054
170;2055
170;2056
170;2057
171;2058
171;2059
171;2060
172;2061
172;2062
172;2063
172;2064
172;2065
172;2066
172;2067
172;2068
172;2069
172;2070
172;2071
172;2072
172;2073
172;2074
172;2075
172;2076
172;2077
172;2078
172;2079
172;2080
172;2081
172;2082
172;2083
172;2084
172;2085
172;2086
172;2087
172;2088
172;2089
172;2090
173;2091
174;2092
174;2093
174;2094
174;2095
174;2096
174;2097
174;2098
174;2099
174;2100
174;2101
174;2102
174;2103
174;2104
174;2105
174;2106
174;2107
174;2108
174;2109
174;2110
174;2111
174;2112
174;2113
174;2114
174;2115
174;2116
174;2117
174;2118
174;2119
174;2120
174;2121
174;2122
174;2123
174;2124
174;2125
174;2126
174;2127
174;2128
174;2129
174;2130
174;2131
174;2132
174;2133
174;2134
174;2135
174;2136
174;2137
175;2138
175;2139
175;2140
176;2141
176;2142
176;2143
176;2144
176;2145
176;2146
176;2147
176;2148
176;2149
176;2150
176;2151
176;2152
176;2153
176;2154
176;2155
176;2156
176;2157
176;2158
177;2159
177;2160
177;2161
177;2162
177;2163
177;2164
177;2165
177;2166
177;2167
177;2168
177;2169
177;2170
177;2171
177;2172
177;2173
178;2174
178;2175
179;2176
179;2177
179;2178
179;2179
179;2180
179;2181
179;2182
179;2183
179;2184
179;2185
179;2186
179;2187
179;2188
179;2189
179;2190
179;2191
179;2192
179;2193
179;2194
179;2195
180;2196
180;2197
180;2198
180;2199
180;2200
181;2201
182;2202
182;2203
183;2204
183;2205
184;2206
184;2207
184;2208
184;2209
184;2210
185;2211
185;2212
185;2213
186;2214
187;2215
187;2216
187;2217
187;2218
187;2219
188;2220
189;2221
189;2222
190;2223
190;2224
190;2225
191;2226
191;2227
191;2228
191;2229
191;2230
191;2231
192;2232
192;2233
192;2234
192;2235
192;2236
192;2237
192;2238
192;2239
192;2240
192;2241
192;2242
192;2243
192;2244
192;2245
192;2246
192;2247
192;2248
192;2249
192;2250
192;2251
192;2252
192;2253
192;2254
192;2255
192;2256
192;2257
192;2258
192;2259
192;2260
192;2261
192;2262
192;2263
192;2264
192;2265
192;2266
192;2267
192;2268
192;2269
192;2270
192;2271
192;2272
192;2273
192;2274
192;2275
192;2276
192;2277
192;2278
192;2279
192;2280
192;2281
192;2282
192;2283
192;2284
192;2285
192;2286
192;2287
192;2288
192;2289
192;2290
192;2291
192;2292
192;2293
192;2294
192;2295
192;2296
192;2297
192;2298
192;2299
192;2300
192;2301
192;2302
192;2303
192;2304
192;2305
193;2306
194;2307
194;2308
194;2309
194;2310
194;2311
194;2312
194;2313
194;2314
194;2315
195;2316
196;2317
197;2318
198;2319
198;2320
198;2321
198;2322
198;2323
198;2324
198;2325
198;2326
198;2327
198;2328
198;2329
198;2330
198;2331
198;2332
198;2333
198;2334
198;2335
198;2336
198;2337
198;2338
198;2339
198;2340
198;2341
198;2342
198;2343
198;2344
198;2345
199;2346
199;2347
199;2348
199;2349
199;2350
199;2351
199;2352
199;2353
199;2354
199;2355
199;2356
199;2357
199;2358
199;2359
199;2360
199;2361
199;2362
199;2363
199;2364
199;2365
199;2366
199;2367
199;2368
199;2369
199;2370
199;2371
199;2372
200;2373
200;2374
200;2375
200;2376
200;2377
200;2378
201;2379
201;2380
201;2381
201;2382
201;2383
201;2384
201;2385
201;2386
201;2387
201;2388
201;2389
202;2390
202;2391
202;2392
202;2393
202;2394
202;2395
202;2396
202;2397
202;2398
203;2399
203;2400
204;2401
204;2402
205;2403
205;2404
205;2405
205;2406
205;2407
205;2408
205;2409
205;2410
205;2411
205;2412
205;2413
205;2414
205;2415
205;2416
205;2417
205;2418
205;2419
205;2420
205;2421
205;2422
205;2423
205;2424
206;2425
207;2426
207;2427
207;2428
207;2429
207;2430
207;2431
207;2432
207;2433
207;2434
207;2435
207;2436
208;2437
209;2438
209;2439
209;2440
209;2441
209;2442
209;2443
209;2444
209;2445
209;2446
209;2447
209;2448
209;2449
209;2450
209;2451
209;2452
209;2453
209;2454
209;2455
209;2456
209;2457
209;2458
209;2459
209;2460
209;2461
210;2462
211;2463
211;2464
211;2465
211;2466
211;2467
211;2468
212;2469
212;2470
212;2471
212;2472
212;2473
212;2474
212;2475
212;2476
213;2477
214;2478
214;2479
214;2480
214;2481
214;2482
214;2483
214;2484
214;2485
214;2486
214;2487
214;2488
214;2489
214;2490
214;2491
214;2492
214;2493
214;2494
215;2495
215;2496
216;2497
216;2498
216;2499
217;2500
217;2501
218;2502
218;2503
219;2504
219;2505
219;2506
219;2507
219;2508
220;2509
220;2510
220;2511
220;2512
220;2513
220;2514
220;2515
220;2516
220;2517
220;2518
220;2519
220;2520
221;2521
222;2522
222;2523
222;2524
222;2525
222;2526
222;2527
222;2528
222;2529
222;2530
222;2531
222;2532
222;2533
222;2534
223;2535
223;2536
224;2537
224;2538
224;2539
224;2540
224;2541
225;2542
225;2543
226;2544
226;2545
227;2546
227;2547
227;2548
227;2549
227;2550
227;2551
227;2552
227;2553
227;2554
227;2555
228;2556
228;2557
228;2558
228;2559
228;2560
228;2561
228;2562
228;2563
228;2564
228;2565
228;2566
228;2567
228;2568
228;2569
228;2570
228;2571
228;2572
228;2573
228;2574
228;2575
228;2576
228;2577
228;2578
228;2579
228;2580
228;2581
229;2582
230;2583
230;2584
230;2585
230;2586
230;2587
230;2588
230;2589
230;2590
230;2591
230;2592
230;2593
230;2594
230;2595
230;2596
230;2597
230;2598
230;2599
230;2600
230;2601
231;2602
231;2603
231;2604
231;2605
232;2606
232;2607
232;2608
232;2609
232;2610
232;2611
232;2612
232;2613
232;2614
232;2615
232;2616
232;2617
232;2618
232;2619
232;2620
232;2621
232;2622
232;2623
232;2624
232;2625
232;2626
232;2627
232;2628
232;2629
232;2630
232;2631
232;2632
232;2633
232;2634
232;2635
232;2636
232;2637
232;2638
232;2639
232;2640
232;2641
232;2642
232;2643
232;2644
232;2645
232;2646
232;2647
232;2648
232;2649
232;2650
232;2651
232;2652
232;2653
232;2654
232;2655
232;2656
232;2657
232;2658
232;2659
232;2660
232;2661
232;2662
232;2663
232;2664
232;2665
232;2666
232;2667
232;2668
232;2669
232;2670
232;2671
232;2672
232;2673
232;2674
232;2675
232;2676
232;2677
232;2678
232;2679
232;2680
232;2681
232;2682
232;2683
232;2684
232;2685
232;2686
232;2687
232;2688
232;2689
232;2690
232;2691
232;2692
232;2693
232;2694
232;2695
232;2696
232;2697
233;2698
233;2699
233;2700
233;2701
233;2702
233;2703
233;2704
233;2705
233;2706
233;2707
233;2708
233;2709
233;2710
233;2711
233;2712
233;2713
233;2714
233;2715
234;2716
234;2717
234;2718
235;2719
235;2720
235;2721
235;2722
235;2723
235;2724
235;2725
235;2726
235;2727
235;2728
235;2729
235;2730
235;2731
235;2732
235;2733
235;2734
235;2735
235;2736
235;2737
235;2738
235;2739
235;2740
235;2741
235;2742
235;2743
235;2744
235;2745
235;2746
235;2747
235;2748
235;2749
235;2750
235;2751
235;2752
235;2753
235;2754
235;2755
235;2756
235;2757
235;2758
235;2759
235;2760
235;2761
235;2762
235;2763
235;2764
235;2765
235;2766
235;2767
235;2768
235;2769
235;2770
235;2771
235;2772
235;2773
235;2774
235;2775
235;2776
235;2777
235;2778
235;2779
235;2780
235;2781
235;2782
235;2783
235;2784
235;2785
235;2786
235;2787
235;2788
235;2789
235;2790
235;2791
235;2792
235;2793
235;2794
235;2795
235;2796
235;2797
235;2798
235;2799
235;2800
235;2801
235;2802
235;2803
235;2804
235;2805
235;2806
235;2807
235;2808
235;2809
235;2810
235;2811
235;2812
235;2813
235;2814
235;2815
235;2816
235;2817
235;2818
235;2819
235;2820
235;2821
235;2822
235;2823
235;2824
235;2825
235;2826
235;2827
235;2828
235;2829
236;2830
236;2831
236;2832
236;2833
236;2834
236;2835
236;2836
236;2837
236;2838
236;2839
236;2840
236;2841
236;2842
236;2843
236;2844
236;2845
236;2846
237;2847
238;2848
239;2849
239;2850
240;2851
240;2852
240;2853
240;2854
240;2855
240;2856
240;2857
240;2858
240;2859
240;2860
240;2861
240;2862
240;2863
240;2864
240;2865
240;2866
240;2867
240;2868
240;2869
240;2870
240;2871
240;2872
240;2873
240;2874
240;2875
240;2876
240;2877
240;2878
240;2879
240;2880
240;2881
240;2882
240;2883
240;2884
240;2885
240;2886
240;2887
241;2888
242;2889
242;2890
242;2891
242;2892
242;2893
243;2894
244;2895
244;2896
244;2897
244;2898
244;2899
244;2900
244;2901
244;2902
245;2903
245;2904
245;2905
245;2906
245;2907
245;2908
245;2909
245;2910
245;2911
245;2912
245;2913
245;2914
245;2915
245;2916
245;2917
245;2918
245;2919
245;2920
245;2921
245;2922
245;2923
245;2924
245;2925
245;2926
245;2927
245;2928
245;2929
245;2930
245;2931
245;2932
245;2933
245;2934
245;2935
245;2936
245;2937
245;2938
245;2939
245;2940
245;2941
245;2942
245;2943
245;2944
245;2945
245;2946
245;2947
245;2948
245;2949
245;2950
245;2951
245;2952
245;2953
245;2954
245;2955
245;2956
245;2957
245;2958
245;2959
245;2960
245;2961
245;2962
245;2963
245;2964
245;2965
245;2966
245;2967
245;2968
245;2969
245;2970
245;2971
245;2972
245;2973
245;2974
245;2975
245;2976
245;2977
245;2978
245;2979
245;2980
245;2981
245;2982
245;2983
245;2984
245;2985
245;2986
245;2987
246;2988
246;2989
246;2990
246;2991
246;2992
246;2993
